index,genre,id,title,popularity,runtime,vote_avg,vote_count,cast,director
1524,Adventure,5494,George and the Dragon,4.120549,93,5,13,James Purefoy Piper Perabo Patrick Swayze Michael Clarke Duncan Bill Treacher,Tom Reeve
1525,Drama War,28,Apocalypse Now,49.973462,153,8,2055,Martin Sheen Marlon Brando Robert Duvall Frederic Forrest Sam Bottoms,Francis Ford Coppola
1526,Comedy Drama Romance,38073,Going the Distance,13.611544,102,6,262,Drew Barrymore Justin Long Charlie Day Jason Sudeikis Christina Applegate,Nanette Burstein
1527,Music Drama Family,2054,Mr. Holland's Opus,6.775294,137,6.9,113,Richard Dreyfuss Glenne Headly Jay Thomas Olympia Dukakis William H. Macy,Stephen Herek
1528,Action,302156,Criminal,27.891012,113,5.7,557,Kevin Costner Gary Oldman Tommy Lee Jones Ryan Reynolds Jordi Moll\u00e0,Ariel Vromen
1529,Drama,606,Out of Africa,13.864975,161,7,279,Meryl Streep Robert Redford Klaus Maria Brandauer Michael Kitchen Malick Bowens,Sydney Pollack
1530,Drama,87502,Flight,42.213765,138,6.5,2415,Denzel Washington Don Cheadle Bruce Greenwood Kelly Reilly John Goodman,Robert Zemeckis
1531,Action Adventure Thriller Science Fiction,698,Moonraker,29.887404,126,5.9,541,Roger Moore Lois Chiles Michael Lonsdale Corinne Cl\u00e9ry Richard Kiel,Lewis Gilbert
1532,Comedy Drama,120467,The Grand Budapest Hotel,74.417456,99,8,4519,Ralph Fiennes Tony Revolori F. Murray Abraham Mathieu Amalric Adrien Brody,Wes Anderson
1533,Drama Mystery,11313,Hearts in Atlantis,7.06762,101,6.4,131,Anthony Hopkins Anton Yelchin Hope Davis Mika Boorem David Morse,Scott Hicks
1534,Comedy Horror,6488,Arachnophobia,15.895661,103,6.2,433,Jeff Daniels Harley Jane Kozak Garette Ratliff Henson Marlene Katz Julian Sands,Frank Marshall
1535,Crime Drama Science Fiction Thriller,10559,Frequency,19.258041,118,7,462,Dennis Quaid Jim Caviezel Andre Braugher Elizabeth Mitchell Noah Emmerich,Gregory Hoblit
1536,Comedy,296099,Vacation,47.753598,99,6.2,1195,Ed Helms Christina Applegate Skyler Gisondo Steele Stebbins Chris Hemsworth,John Francis Daley
1537,Comedy Thriller Crime,8012,Get Shorty,15.585138,105,6.4,302,John Travolta Gene Hackman Rene Russo Danny DeVito Dennis Farina,Barry Sonnenfeld
1538,Action Comedy Crime Drama Music,1574,Chicago,32.217425,113,6.9,677,Catherine Zeta-Jones Ren\u00e9e Zellweger Queen Latifah Richard Gere Christine Baranski,Rob Marshall
1539,Comedy Drama,9032,Big Daddy,34.86859,93,6.1,875,Adam Sandler Joey Lauren Adams Kristy Swanson Cole Sprouse Jon Stewart,Dennis Dugan
1540,Comedy Romance,2770,American Pie 2,36.432598,108,6,1344,Jason Biggs Thomas Ian Nicholas Chris Klein Seann William Scott Eddie Kaye Thomas,J.B. Rogers
1541,Animation Comedy Family,862,Toy Story,73.640445,81,7.7,5269,Tom Hanks Tim Allen Don Rickles Jim Varney Wallace Shawn,John Lasseter
1542,Action Adventure Crime,1637,Speed,49.526736,116,6.8,1783,Keanu Reeves Dennis Hopper Sandra Bullock Joe Morton Jeff Daniels,Jan de Bont
1543,Drama Romance,72570,The Vow,26.780961,104,7,1293,Rachel McAdams Channing Tatum Sam Neill Scott Speedman Jessica Lange,Michael Sucsy
1544,Drama,27569,Extraordinary Measures,6.487344,105,6,89,Harrison Ford Brendan Fraser Keri Russell Courtney B. Vance Meredith Droeger,Tom Vaughan
1545,Drama,10637,Remember the Titans,25.996219,113,7.4,821,Denzel Washington Will Patton Ryan Hurst Wood Harris Hayden Panettiere,Boaz Yakin
1546,Action Adventure Thriller,1669,The Hunt for Red October,46.212155,134,7.2,957,Alec Baldwin Sean Connery Scott Glenn Sam Neill James Earl Jones,John McTiernan
1547,Drama,132363,The Butler,32.105328,132,7.2,1101,Forest Whitaker David Banner Michael Rainey Jr. LaJessie Smith Mariah Carey,Lee Daniels
1548,Comedy,9472,DodgeBall: A True Underdog Story,41.156217,92,6.2,981,Vince Vaughn Christine Taylor Ben Stiller Rip Torn Justin Long,Rawson Marshall Thurber
1549,Horror Comedy Fantasy,2907,The Addams Family,37.179547,99,6.7,848,Ra\u00fal Juli\u00e1 Anjelica Huston Christopher Lloyd Christina Ricci Carel Struycken,Barry Sonnenfeld
1550,Crime Comedy Adventure,9273,Ace Ventura: When Nature Calls,34.391792,90,6.1,1099,Jim Carrey Ian McNeice Simon Callow Maynard Eziashi Bob Gunton,Steve Oedekerk
1551,Comedy Family Romance,9880,The Princess Diaries,40.176265,115,6.5,1023,Anne Hathaway Julie Andrews Heather Matarazzo Robert Schwartzman H\u00e9ctor Elizondo,Garry Marshall
1552,Comedy,2925,The First Wives Club,10.704596,102,6.5,166,Goldie Hawn Bette Midler Diane Keaton Maggie Smith Dan Hedaya,Hugh Wilson
1553,Crime Mystery Thriller,807,Se7en,79.579532,127,8.1,5765,Brad Pitt Morgan Freeman Gwyneth Paltrow John C. McGinley Kevin Spacey,David Fincher
1554,Science Fiction,17654,District 9,63.13678,112,7.3,3382,Sharlto Copley Jason Cope Nathalie Boltt Sylvaine Strike Elizabeth Mkandawie,Neill Blomkamp
1555,Animation Comedy Family,11836,The SpongeBob SquarePants Movie,27.870755,87,6.7,574,Tom Kenny Clancy Brown Rodger Bumpass Bill Fagerbakke Carolyn Lawrence,Stephen Hillenburg
1556,Thriller Crime Drama Mystery,322,Mystic River,31.242999,138,7.6,1422,Sean Penn Tim Robbins Kevin Bacon Laurence Fishburne Marcia Gay Harden,Clint Eastwood
1557,Drama,70,Million Dollar Baby,70.456012,132,7.7,2439,Clint Eastwood Hilary Swank Morgan Freeman Jay Baruchel Mike Colter,Clint Eastwood
1558,Comedy Crime,9535,Analyze This,29.415229,103,6.4,503,Robert De Niro Billy Crystal Lisa Kudrow Chazz Palminteri Joe Viterelli,Harold Ramis
1559,Romance Drama,11036,The Notebook,55.109138,123,7.7,3067,Rachel McAdams Ryan Gosling Gena Rowlands James Garner Sam Shepard,Nick Cassavetes
1560,Comedy Romance,6557,27 Dresses,30.695228,111,6.1,978,Katherine Heigl James Marsden Malin \u00c5kerman Judy Greer Edward Burns,Anne Fletcher
1561,Comedy Drama Family Music Romance,18126,Hannah Montana: The Movie,13.788422,102,6,449,Miley Cyrus Billy Ray Cyrus Emily Osment Jason Earles Taylor Swift,Peter Chelsom
1562,Adventure Animation Comedy Family,16340,Rugrats in Paris: The Movie,4.590277,78,6,100,E.G. Daily Susan Sarandon John Lithgow Tara Strong Cheryl Chase,Stig Bergqvist
1563,Drama Romance,10333,The Prince of Tides,3.845231,132,5.9,56,Nick Nolte Barbra Streisand Blythe Danner Kate Nelligan Jeroen Krabb\u00e9,Barbra Streisand
1564,Adventure Drama Romance War,4476,Legends of the Fall,26.952727,133,7.2,619,Brad Pitt Anthony Hopkins Aidan Quinn Julia Ormond Henry Thomas,Edward Zwick
1565,Drama Romance,22947,Up in the Air,33.704181,109,6.7,1205,George Clooney Vera Farmiga Anna Kendrick Jason Bateman Melanie Lynskey,Jason Reitman
1566,Drama Comedy,2755,About Schmidt,19.925026,125,6.7,362,Jack Nicholson Kathy Bates Hope Davis Dermot Mulroney June Squibb,Alexander Payne
1567,Horror Comedy Romance,82654,Warm Bodies,43.742241,97,6.4,2652,Nicholas Hoult Teresa Palmer Analeigh Tipton Rob Corddry Dave Franco,Jonathan Levine
1568,Action Thriller Science Fiction,59967,Looper,46.377628,118,6.6,4697,Joseph Gordon-Levitt Bruce Willis Emily Blunt Paul Dano Noah Segan,Rian Johnson
1569,Fantasy Comedy Science Fiction Romance,16300,Down to Earth,9.166658,87,4.9,95,Chris Rock Regina King Chazz Palminteri Eugene Levy Frankie Faison,Chris Weitz
1570,Fantasy Drama Comedy Family,9598,Babe,34.36645,89,6,733,Christine Cavanaugh Miriam Margolyes Danny Mann Hugo Weaving Miriam Flynn,Chris Noonan
1571,Drama Comedy Romance,82696,Hope Springs,12.967137,100,5.8,284,Meryl Streep Steve Carell Tommy Lee Jones Jean Smart Marin Ireland,David Frankel
1572,Comedy Romance Drama,9870,Forgetting Sarah Marshall,50.670253,111,6.4,1172,Jason Segel Kristen Bell Mila Kunis Russell Brand Bill Hader,Nicholas Stoller
1573,Action Crime,8292,Four Brothers,24.694551,109,6.7,607,Mark Wahlberg Tyrese Gibson Andr\u00e9 Benjamin Garrett Hedlund Terrence Howard,John Singleton
1574,Comedy,8780,Baby Mama,11.409124,99,5.8,205,Tina Fey Amy Poehler Dax Shepard Sigourney Weaver Greg Kinnear,Michael McCullers
1575,Drama Romance,9715,Hope Floats,7.922716,114,5.8,81,Sandra Bullock Harry Connick Jr. Gena Rowlands Mae Whitman Michael Par\u00e9,Forest Whitaker
1576,Comedy,10521,Bride Wars,33.385429,89,5.9,856,Anne Hathaway Kate Hudson Bryan Greenberg Chris Pratt Steve Howey,Gary Winick
1577,Action Adventure Comedy Thriller,10762,Without a Paddle,8.584398,95,5.3,214,Seth Green Matthew Lillard Dax Shepard Antony Starr Andrew Hampton,Steven Brill
1578,Comedy Fantasy Romance,10096,13 Going on 30,41.569541,98,6.3,1204,Jennifer Garner Mark Ruffalo Judy Greer Andy Serkis Kathy Baker,Gary Winick
1579,Fantasy Comedy Romance,59436,Midnight in Paris,43.753585,94,7.4,1990,Owen Wilson Rachel McAdams Kurt Fuller Mimi Kennedy Michael Sheen,Woody Allen
1580,Animation Comedy Family Adventure,227783,The Nut Job,18.568021,85,5.5,319,Will Arnett Katherine Heigl Brendan Fraser Liam Neeson Stephen Lang,Peter Lepeniotis
1581,Crime Drama,4133,Blow,28.350529,124,7.4,1317,Johnny Depp Pen\u00e9lope Cruz Ethan Suplee Ray Liotta Franka Potente,Ted Demme
1582,Romance Drama,10207,Message in a Bottle,10.81051,131,5.8,196,Kevin Costner Robin Wright Paul Newman John Savage Illeana Douglas,Luis Mandoki
1583,Science Fiction Action Adventure Thriller,172,Star Trek V: The Final Frontier,19.578249,107,5.6,376,William Shatner Leonard Nimoy DeForest Kelley James Doohan George Takei,William Shatner
1584,Comedy Drama Family Fantasy,21972,Like Mike,5.73667,99,5.7,100,Shad Moss Morris Chestnut Jonathan Lipnicki Brenda Song Jesse Plemons,John Schultz
1585,Comedy Crime,36593,The Naked Gun 33⅓: The Final Insult,28.624038,83,6.3,521,Leslie Nielsen Priscilla Presley George Kennedy O.J. Simpson Fred Ward,Peter Segal
1586,Adventure Action Thriller,707,A View to a Kill,27.230493,131,6,506,Roger Moore Christopher Walken Tanya Roberts Grace Jones Patrick Macnee,John Glen
1587,Adventure Animation Comedy Family,533,The Curse of the Were-Rabbit,30.380747,85,6.8,643,Peter Sallis Helena Bonham Carter Ralph Fiennes Nicholas Smith Liz Smith,Nick Park
1588,Drama Romance,6023,P.S. I Love You,29.489274,126,6.9,977,Hilary Swank Gerard Butler Lisa Kudrow Harry Connick Jr. Gina Gershon,Richard LaGravenese
1589,Comedy,6439,Racing Stripes,8.058109,102,5.1,123,Frankie Muniz Mandy Moore Hayden Panettiere Bruce Greenwood Wendie Malick,Frederik Du Chau
1590,Drama Romance,4347,Atonement,33.369305,123,7.4,1049,Keira Knightley James McAvoy Romola Garai Saoirse Ronan Brenda Blethyn,Joe Wright
1591,Comedy Drama Romance,37056,Letters to Juliet,16.52083,105,6.6,796,Amanda Seyfried Christopher Egan Gael Garc\u00eda Bernal Vanessa Redgrave Franco Nero,Gary Winick
1592,Action Thriller Crime,4105,Black Rain,11.19602,125,6.2,243,Michael Douglas Andy Garc\u00eda Kate Capshaw Shigeru K\u00f4yama John Spencer,Ridley Scott
1593,Comedy,76489,The Three Stooges,14.585968,92,4.9,140,Sean Hayes Will Sasso Chris Diamantopoulos Jane Lynch Sof\u00eda Vergara,Bobby Farrelly
1594,Romance Fantasy Animation Music,3933,Corpse Bride,43.571612,77,7.2,1894,Johnny Depp Helena Bonham Carter Emily Watson Tracey Ullman Paul Whitehouse,Tim Burton
1595,Drama,9918,Glory Road,8.305085,118,7.2,144,Josh Lucas Derek Luke Jon Voight Austin Nichols Evan Jones,James Gartner
1596,Action Crime Drama Mystery Thriller,273481,Sicario,55.424027,121,7.2,2416,Emily Blunt Benicio del Toro Josh Brolin Victor Garber Jon Bernthal,Denis Villeneuve
1597,Action Drama,307081,Southpaw,65.364452,123,7.3,2067,Jake Gyllenhaal Rachel McAdams Forest Whitaker Oona Laurence 50 Cent,Antoine Fuqua
1598,Horror Thriller,16871,Drag Me to Hell,45.083509,99,6.2,966,Alison Lohman Justin Long Lorna Raver Dileep Rao David Paymer,Sam Raimi
1599,Fantasy Drama Romance,293863,The Age of Adaline,82.052056,112,7.4,1990,Blake Lively Michiel Huisman Harrison Ford Ellen Burstyn Kathy Baker,Lee Toland Krieger
1600,Comedy Drama Family,13156,Secondhand Lions,15.011624,111,6.9,260,Michael Caine Robert Duvall Haley Joel Osment Josh Lucas Kyra Sedgwick,Tim McCanlies
1601,Drama Romance,41233,Step Up 3D,25.060342,107,6.6,582,Rick Malambri Adam G. Sevani Joe Slaughter Sharni Vinson Alyson Stoner,Jon M. Chu
1602,Adventure,9266,Blue Crush,11.42943,104,5.6,159,Kate Bosworth Matthew Davis Michelle Rodriguez Sanoe Lake Mika Boorem,John Stockwell
1603,Comedy Drama Fantasy Romance,1262,Stranger Than Fiction,32.26789,113,7.1,721,Will Ferrell Maggie Gyllenhaal Dustin Hoffman Emma Thompson Queen Latifah,Marc Forster
1604,Horror Thriller,4513,30 Days of Night,33.394082,113,6.2,767,Josh Hartnett Melissa George Ben Foster Danny Huston Mark Boone Junior,David Slade
1605,Horror Thriller,22970,The Cabin in the Woods,73.987775,95,6.5,2263,Kristen Connolly Chris Hemsworth Anna Hutchison Fran Kranz Jesse Williams,Drew Goddard
1606,Comedy,7278,Meet the Spartans,10.608998,84,3.7,359,Sean Maguire Carmen Electra Ken Davitian Kevin Sorbo Diedrich Bader,Jason Friedberg
1607,Adventure Comedy Crime,9013,Midnight Run,12.821329,126,7.2,238,Robert De Niro Charles Grodin Yaphet Kotto John Ashton Dennis Farina,Martin Brest
1608,Action Science Fiction,865,The Running Man,30.131498,101,6.4,703,Arnold Schwarzenegger Richard Dawson Mar\u00eda Conchita Alonso Yaphet Kotto Jim Brown,Paul Michael Glaser
1609,Horror Comedy Music,10776,Little Shop of Horrors,12.113235,94,6.6,384,Rick Moranis Ellen Greene Vincent Gardenia Steve Martin Tisha Campbell-Martin,Frank Oz
1610,Action Thriller Adventure,50456,Hanna,31.191975,111,6.5,1263,Saoirse Ronan Eric Bana Vicky Krieps Cate Blanchett Tom Hollander,Joe Wright
1611,Action Fantasy Science Fiction,9823,Mortal Kombat: Annihilation,11.916389,95,3.8,221,Robin Shou Talisa Soto James Remar Sandra Hess Lynn 'Red' Williams,John R. Leonetti
1612,Comedy Romance Drama,59861,Larry Crowne,20.355458,98,5.7,359,Tom Hanks Julia Roberts Bryan Cranston Cedric the Entertainer Pam Grier,Tom Hanks
1613,Drama Horror,133805,Carrie,63.848541,100,5.8,1463,Chlo\u00eb Grace Moretz Julianne Moore Judy Greer Alex Russell Portia Doubleday,Kimberly Peirce
1614,Music,12763,Take the Lead,8.999675,108,6.6,162,Antonio Banderas Rob Brown Yaya DaCosta Alfre Woodard John Ortiz,Liz Friedlander
1615,Action Adventure Crime Drama,9766,Gridiron Gang,9.278361,125,6.5,206,Dwayne Johnson Xzibit L. Scott Caldwell Leon Rippy Kevin Dunn,Phil Joanou
1616,Action Comedy,14034,What's the Worst That Could Happen?,7.185212,94,5.1,66,Martin Lawrence Danny DeVito John Leguizamo Glenne Headly Carmen Ejogo,Sam Weisman
1617,Action Adventure Animation Science Fiction Thriller,12244,9,55.806402,79,6.6,1262,Christopher Plummer Martin Landau John C. Reilly Crispin Glover Jennifer Connelly,Shane Acker
1618,Thriller Crime Drama,109421,Side Effects,48.237797,106,6.4,1323,Jude Law Rooney Mara Catherine Zeta-Jones Channing Tatum Vinessa Shaw,Steven Soderbergh
1619,Comedy Romance,11137,The Prince & Me,17.943945,111,5.9,278,Julia Stiles Luke Mably Ben Miller Miranda Richardson James Fox,Martha Coolidge
1620,Animation Family,51162,Winnie the Pooh,19.143721,63,6.8,258,Jim Cummings Travis Oates Bud Luckey Craig Ferguson Tom Kenny,Stephen Anderson
1621,Comedy,10152,Dumb and Dumberer: When Harry Met Lloyd,15.67747,85,4.1,210,Mimi Rogers Eric Christian Olsen Luis Guzm\u00e1n Rachel Nichols Eugene Levy,Troy Miller
1622,Comedy Drama,9452,Bulworth,4.52363,108,6.3,66,Warren Beatty Halle Berry Sean Astin Christine Baranski Adilah Barnes,Warren Beatty
1623,Drama Music,239566,Get on Up,13.064264,139,6.4,158,Chadwick Boseman Nelsan Ellis Dan Aykroyd Viola Davis Lennie James,Tate Taylor
1624,Drama Romance,53113,One True Thing,2.644427,127,6.2,27,Meryl Streep Ren\u00e9e Zellweger William Hurt Tom Everett Scott Lauren Graham,Carl Franklin
1625,Action Crime Science Fiction Thriller,9271,Virtuosity,5.301589,106,5.4,163,Denzel Washington Russell Crowe Kelly Lynch William Forsythe Stephen Spinella,Brett Leonard
1626,Fantasy Drama Action Comedy Crime,4474,My Super Ex-Girlfriend,20.252143,95,4.8,442,Uma Thurman Luke Wilson Anna Faris Eddie Izzard Rainn Wilson,Ivan Reitman
1627,Thriller Crime Horror,184346,Deliver Us from Evil,29.359201,118,5.9,690,Eric Bana Edgar Ram\u00edrez Olivia Munn Joel McHale Sean Harris,Scott Derrickson
1628,Action Thriller,48340,Sanctum,20.063165,108,5.8,339,Ioan Gruffudd Richard Roxburgh Alice Parkinson Daniel Wyllie Allison Cratchley,Alister Grierson
1629,Comedy Romance Drama,14846,Little Black Book,6.246199,111,5.2,112,Brittany Murphy Holly Hunter Kathy Bates Ron Livingston Kevin Sussman,Nick Hurran
1630,Comedy,72207,The Five-Year Engagement,27.71063,124,5.7,457,Jason Segel Emily Blunt Chris Pratt Alison Brie Rhys Ifans,Nicholas Stoller
1631,Comedy Drama,16232,Mr. 3000,2.850896,104,5,66,Bernie Mac Angela Bassett Michael Rispoli Brian J. White Dondre Whitfield,Charles Stone III
1632,Romance Drama Thriller Crime,43539,The Next Three Days,34.421696,133,6.9,905,Russell Crowe Elizabeth Banks Brian Dennehy RZA Moran Atias,Paul Haggis
1633,Science Fiction Action Thriller,9920,Ultraviolet,15.89534,87,4.8,458,Milla Jovovich Cameron Bright Nick Chinlund Sebastien Andrieu Ida Martin,Kurt Wimmer
1634,Thriller,8978,Assault on Precinct 13,18.706504,109,6,311,Ethan Hawke Laurence Fishburne Gabriel Byrne Maria Bello Drea de Matteo,Jean-Fran\u00e7ois Richet
1635,Action Drama Crime Thriller,11702,The Replacement Killers,9.607391,87,6,127,Chow Yun-fat Mira Sorvino Michael Rooker Kenneth Tsang J\u00fcrgen Prochnow,Antoine Fuqua
1636,Action Comedy Thriller,18550,Fled,2.77255,98,5.2,47,Laurence Fishburne Stephen Baldwin Salma Hayek Will Patton Robert John Burke,Kevin Hooks
1637,Action Comedy Horror Thriller,8869,Eight Legged Freaks,17.834976,99,5.4,295,David Arquette Kari Wuhrer Scott Terra Scarlett Johansson Doug E. Doug,Ellory Elkayem
1638,Drama Comedy Romance,43347,Love & Other Drugs,20.236951,112,6.6,1233,Jake Gyllenhaal Anne Hathaway Oliver Platt Hank Azaria Gabriel Macht,Edward Zwick
1639,Crime Mystery Thriller,3489,88 Minutes,16.883429,108,5.7,313,Al Pacino Alicia Witt Leelee Sobieski Amy Brenneman William Forsythe,Jon Avnet
1640,Drama,9701,North Country,12.779201,126,6.8,125,Charlize Theron Elle Peterson Thomas Curtis Frances McDormand Sean Bean,Niki Caro
1641,Comedy Thriller Crime,2122,The Whole Ten Yards,14.729386,98,5.5,278,Bruce Willis Matthew Perry Amanda Peet Kevin Pollak Frank Collison,Howard Deutch
1642,Horror Thriller Science Fiction,37707,Splice,23.227877,104,5.5,671,Adrien Brody Sarah Polley Delphine Chan\u00e9ac David Hewlett Abigail Chu,Vincenzo Natali
1643,Comedy Fantasy Science Fiction,10658,Howard the Duck,11.374306,110,5.1,221,Lea Thompson Jeffrey Jones Tim Robbins Ed Gale Holly Robinson Peete,Willard Huyck
1644,Thriller Crime Drama,13150,Pride and Glory,10.703602,130,6.3,240,Edward Norton Jon Voight Colin Farrell Noah Emmerich Jennifer Ehle,Gavin O'Connor
1645,Action Adventure Horror Thriller,9042,The Cave,10.756266,97,5.1,202,Cole Hauser Eddie Cibrian Morris Chestnut Lena Headey Piper Perabo,Bruce Hunt
1646,Comedy Romance,17813,Alex & Emma,4.352422,96,5,68,Luke Wilson Kate Hudson Sophie Marceau David Paymer Paul Wilson,Rob Reiner
1647,Drama Mystery Romance Thriller,11208,Wicker Park,9.301562,114,6.7,157,Josh Hartnett Rose Byrne Matthew Lillard Diane Kruger Christopher Cousins,Paul McGuigan
1648,Horror Comedy,58151,Fright Night,18.27083,106,6,603,Anton Yelchin Colin Farrell Toni Collette Christopher Mintz-Plasse David Tennant,Craig Gillespie
1649,Drama History Romance,11400,The New World,19.106154,135,6.4,330,Colin Farrell Q'orianka Kilcher Christopher Plummer Christian Bale August Schellenberg,Terrence Malick
1650,Action Science Fiction,10350,Wing Commander,5.259585,100,4,72,Freddie Prinze Jr. Saffron Burrows Matthew Lillard Tch\u00e9ky Karyo J\u00fcrgen Prochnow,Christopher Roberts
1651,Drama Thriller,28902,In Dreams,3.226243,100,5.4,44,Annette Bening Aidan Quinn Stephen Rea Robert Downey Jr. Paul Guilfoyle,Neil Jordan
1652,Action Adventure Fantasy Science Fiction Thriller,14164,Dragonball Evolution,21.677732,85,2.9,462,Chow Yun-fat Justin Chatwin Joon Park Jamie Chung Emmy Rossum,James Wong
1653,Action Crime Thriller,76640,The Last Stand,43.882857,107,5.7,1266,Arnold Schwarzenegger Forest Whitaker Rodrigo Santoro Johnny Knoxville Jaimie Alexander,Kim Jee-woon
1654,Drama Horror Science Fiction Thriller,11058,Godsend,12.10235,102,4.7,114,Greg Kinnear Rebecca Romijn Robert De Niro Cameron Bright Zoie Palmer,Nick Hamm
1655,Comedy Romance,14844,Chasing Liberty,3.362045,111,6.1,152,Mandy Moore Stark Sands Tony Jayawardena Jeremy Piven Annabella Sciorra,Andy Cadiff
1656,Comedy Animation Family,57089,Hoodwinked Too! Hood VS. Evil,10.694417,86,4.8,131,Hayden Panettiere Bill Hader Joan Cusack Patrick Warburton Glenn Close,Mike Disa
1657,Drama,1947,An Unfinished Life,6.353971,108,6.7,161,Robert Redford Jennifer Lopez Morgan Freeman Becca Gardner Josh Lucas,Lasse Hallstr\u00f6m
1658,Adventure Fantasy Mystery,8054,The Imaginarium of Doctor Parnassus,37.181019,123,6.3,869,Christopher Plummer Heath Ledger Johnny Depp Jude Law Colin Farrell,Terry Gilliam
1659,Comedy Drama,46829,Barney's Version,4.952735,134,7.2,129,Paul Giamatti Dustin Hoffman Rosamund Pike Minnie Driver Rachelle Lefevre,Richard J. Lewis
1660,Crime Thriller Drama,146238,Runner Runner,22.975918,91,5.5,543,Ben Affleck Gemma Arterton Justin Timberlake Anthony Mackie David Costabile,Brad Furman
1661,Action Crime Drama,9989,Antitrust,8.359599,108,5.8,153,Ryan Phillippe Rachael Leigh Cook Tim Robbins Claire Forlani Richard Roundtree,Peter Howitt
1662,War,9665,Glory,16.102271,122,7.4,383,Matthew Broderick Denzel Washington Cary Elwes Morgan Freeman Jihmi Kennedy,Edward Zwick
1663,Drama Crime,311,Once Upon a Time in America,49.336397,229,8.2,1069,Robert De Niro James Woods Elizabeth McGovern Joe Pesci Burt Young,Sergio Leone
1664,Thriller Action Crime Drama,102362,Dead Man Down,29.647844,118,5.9,638,Colin Farrell Noomi Rapace Terrence Howard Dominic Cooper Isabelle Huppert,Niels Arden Oplev
1665,Drama Romance,11162,The Merchant of Venice,12.467267,138,6.7,144,Al Pacino Jeremy Irons Joseph Fiennes Lynn Collins Zuleikha Robinson,Michael Radford
1666,Crime Drama Thriller,6016,The Good Thief,2.774811,108,6,31,Nick Nolte Tch\u00e9ky Karyo Nutsa Kukhianidze Marc Lavoine Sa\u00efd Taghmaoui,Neil Jordan
1667,Action Adventure Drama Romance,17186,Supercross,3.71305,80,5.4,29,Steve Howey Mike Vogel Cameron Richardson Sophia Bush Channing Tatum,Steve Boyum
1668,Drama Family Romance,13967,Miss Potter,8.386432,92,6.3,141,Ewan McGregor Ren\u00e9e Zellweger Emily Watson Barbara Flynn Bill Paterson,Chris Noonan
1669,Fantasy Drama Action Thriller Romance,2008,Wu Ji,3.866026,98,5,29,Cecilia Cheung Liu Ye Hong Chen Cheng Qian Jang Dong-gun,Chen Kaige
1670,Adventure Action Thriller,9053,DOA: Dead or Alive,12.790408,87,5,205,Jaime Pressly Devon Aoki Holly Valance Sarah Carter Natassia Malthe,Corey Yuen Kwai
1671,Action Drama Western,4512,The Assassination of Jesse James by the Coward Robert Ford,35.53352,160,7,776,Brad Pitt Casey Affleck Sam Shepard Mary-Louise Parker Paul Schneider,Andrew Dominik
1673,Comedy,31203,Le petit Nicolas,20.362025,91,5.9,306,Maxime Godart Val\u00e9rie Lemercier Kad Merad Sandrine Kiberlain Fran\u00e7ois-Xavier Demaison,Laurent Tirard
1674,Thriller Crime Drama,265208,Wild Card,48.0343,92,5.4,656,Jason Statham Michael Angarano Milo Ventimiglia Dominik Garc\u00eda-Lorido Anne Heche,Simon West
1675,Action Thriller Crime,45610,Machine Gun Preacher,13.268936,129,6.4,286,Gerard Butler Michelle Monaghan Kathy Baker Richard Goteri Peter Carey,Marc Forster
1676,Animation Family Comedy,50135,Konferenz der Tiere,8.010046,93,5.5,90,Christoph Maria Herbst Ralf Schmitz Thomas Fritsch Bastian Pastewka Oliver Kalkofe,Reinhard Klooss
1677,History Drama,1874,Goodbye Bafana,12.257654,140,7,38,Joseph Fiennes Dennis Haysbert Diane Kruger Shiloh Henderson Patrick Lyster,Bille August
1678,Drama,271331,United Passions,6.036684,110,3,16,Tim Roth Sam Neill Thomas Kretschmann G\u00e9rard Depardieu Jemima West,Fr\u00e9d\u00e9ric Auburtin
1679,Romance Drama,215211,Grace of Monaco,10.958697,103,5.8,195,Nicole Kidman Milo Ventimiglia Paz Vega Tim Roth Parker Posey,Olivier Dahan
1681,Crime Thriller,10955,Ripley's Game,2.981047,110,6.6,69,John Malkovich Ray Winstone Uwe Mansshardt Hanns Zischler Paolo Paoloni,Liliana Cavani
1682,Adventure Animation Comedy Fantasy,223702,Sausage Party,66.242737,83,5.6,2238,Seth Rogen Kristen Wiig Jonah Hill Bill Hader Michael Cera,Conrad Vernon
1683,Comedy Music,254470,Pitch Perfect 2,71.496894,115,6.8,1940,Anna Kendrick Rebel Wilson Hailee Steinfeld Brittany Snow Skylar Astin,Elizabeth Banks
1684,Drama Music Romance,69,Walk the Line,35.580032,136,7.3,718,Joaquin Phoenix Reese Witherspoon Ginnifer Goodwin Robert Patrick Tyler Hilton,James Mangold
1685,Comedy,4967,Keeping the Faith,8.085872,127,5.9,159,Ben Stiller Edward Norton Jenna Elfman Anne Bancroft Eli Wallach,Edward Norton
1686,Adventure Fantasy Action Comedy Family,9449,The Borrowers,10.364582,86,5.8,135,John Goodman Jim Broadbent Celia Imrie Tom Felton Hugh Laurie,Peter Hewitt
1687,Drama History,11499,Frost/Nixon,16.87784,122,7.2,328,Michael Sheen Frank Langella Kevin Bacon Sam Rockwell Mark Simich,Ron Howard
1688,Comedy Crime Drama Romance Thriller,4912,Confessions of a Dangerous Mind,18.165957,113,6.6,275,Sam Rockwell Drew Barrymore Julia Roberts Rutger Hauer Brad Pitt,George Clooney
